"","x"
"r_reactivation",0.268527965283315
"r_reactivation_slow",0.00304184417822933
"r_reactivation_fn_f",0.0116193961981509
"r_reactivation_fn_s",1.47063545816904e-13
"r_slow",1.12622622093754
