"","x"
"r_reactivation",0.0105923193869491
"r_reactivation_slow",0.0140472286614807
"r_reactivation_fn_f",0.000408617160528345
"r_reactivation_fn_s",0.00111065864084618
"r_slow",1.31012882229071
